gene_name,chromosome,phewas phenotype,gene_id,Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - EBV-transformed lymphocytes,Cells - Transformed fibroblasts,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
LINGO2,9,Psoriasis,ENSG00000174482.6,0.062525,0.02393,0.04019,0,0,0,0.2185,1.02515,1.436,0.4521,0.39505,0.3231,2.8555,3.227,0.632,2.862,1.192,0.1515,0.1746,0.4171,0.047695,0,0.08987,0.59425,0.3654,0.241,0.07304,0.11285,0.03441,0.16645,0.4209,0,0.01049,0.2123,0.01578,0.07335,0.01843,0,0.19685,0.1155,0.077905,0.8957,0.3404,0.0814,0.1042,0.03352,0.087285,0.6757,2.506,2.7885,13.68,0.4323,0.1119
LIPC,15,Atopic or contact dermatitis,ENSG00000166035.6,0.33325,0.1606,0.04316,0.1567,0.2772,0.1264,0.2555,0.23985,0.3215,0.083125,0.10505,0.09029,0.34035,0.324,0.249,0.1762,0.06906,0.071325,1.395,0.3402,0.2081,0.10405,1.413,0.19835,0.5042,0.1583,0.4077,0.2314,0.1776,0.16835,0.3239,0.3289,0.1043,2.749,32.39,0.2914,0.1133,0.017735,6.505,0.3755,0.34155,1.521,0.19045,0.3718,0.3663,0.422,0.56535,0.21005,0.1171,0.6169,0.1497,0.3698,0.2981
LIPG,18,Acne,ENSG00000101670.7,0.47565,0.8669,0.1478,0.3567,0.5516,0.1433,0.2363,0.389,0.2673,0.325,3.843,4.211,0.1987,0.2298,0.7185,0.8741,0.2345,0.15735,2.071,0.59495,0.58895,0.98755,0.1573,0.22285,0.534,1.221,3.309,0.43415,0.7254,0.2539,0.4273,0.2311,0.07966,5.807,26.59,5.679,0.3236,0.46025,0.2813,0.189,0.4446,0.6535,1.103,1.704,1.035,5.125,0.1633,0.94455,9.192,198,0.1303,0.571,0.02769
LMO4,1,Acne,ENSG00000143013.8,30.195,28.64,6.983,26.31,32.6,41.41,27.13,31.25,74.25,25.58,18,14.53,94.685,143.5,45.18,16.11,32.83,18.66,19.06,15.33,23.1,19.455,35.67,37.75,43.03,30.11,15.13,42.415,25.7,29.03,25.01,13.73,6.444,7.324,6.151,27.51,26.92,10.895,31.49,24.3,6.5085,17.7,31.86,20.73,21.54,20.57,23.14,31.92,17.75,27.955,26.61,36.79,5.677
LPIN2,18,Skin cancer,ENSG00000101577.5,18.47,16.32,11.01,23.82,21.55,26.64,20.95,18.155,21.87,22.925,31.74,30.53,21.155,27.59,14.21,24.21,28.93,16.995,15.21,16.675,16.36,28.67,29.06,19.99,21.37,12.82,14.715,12.44,9.182,11.455,17.8,6.49,3.294,20.7,46.28,31.78,9.263,2.128,21.475,23.34,8.0515,21.88,14.345,5.612,6.295,28.68,25.895,17.87,38.35,21.26,21.54,11.88,21.26
LPP,3,Skin cancer,ENSG00000145012.8,35.76,18.87,10.895,128.4,86.21,182.3,114.4,1.8155,2.105,1.863,3.1635,3.254,1.901,1.846,1.765,2.073,2.05,1.5655,2.697,2.1135,24.595,0.2394,19.08,61.58,45.88,99.81,35.29,119.9,15.21,149,49.98,9.56,5.442,5.671,3.992,26.67,14.92,6.8155,28.83,18.61,3.429,3.217,31.27,11.62,14.23,18.17,10.21,14.815,13.86,13.145,82.28,27.66,3.213
LRP1B,2,Skin cancer,ENSG00000168702.12,1.4675,0.7717,0.48855,0.03962,0.1485,0.1625,0.09306,3.0135,3.876,2.9035,4.3875,4.966,3.698,3.805,2.605,3.02,3.657,2.1765,2.824,3.1745,0.73545,0.0039275,0.1834,0.096045,0.1058,0.2553,0.08568,0.19705,0.05385,0.1515,0.1035,0.1288,0.01045,0.1423,0.03144,0.05888,0.1631,0.83365,0.43315,0.1407,0.043005,1.681,0.33675,0.1862,0.2675,0.03486,0.01122,0.1446,0.3634,4.482,0.05233,0.8002,0.003878
LRP1B,2,Atopic or contact dermatitis,ENSG00000168702.12,1.4675,0.7717,0.48855,0.03962,0.1485,0.1625,0.09306,3.0135,3.876,2.9035,4.3875,4.966,3.698,3.805,2.605,3.02,3.657,2.1765,2.824,3.1745,0.73545,0.0039275,0.1834,0.096045,0.1058,0.2553,0.08568,0.19705,0.05385,0.1515,0.1035,0.1288,0.01045,0.1423,0.03144,0.05888,0.1631,0.83365,0.43315,0.1407,0.043005,1.681,0.33675,0.1862,0.2675,0.03486,0.01122,0.1446,0.3634,4.482,0.05233,0.8002,0.003878
LRRC16A,6,Acne,ENSG00000079691.15,8.528,8.396,5.5905,20.63,20.58,17.24,11.32,5.614,8.001,7.855,15.355,15.98,9.5015,8.492,3.247,4.385,9.158,6.425,2.044,3.659,7.4535,5.544,6.74,8.49,10.97,1.833,8.537,4.7815,6.858,4.337,9.692,4.176,1.16,6.126,1.076,13.96,9.413,0.36055,8.7165,9.943,2.436,3.516,5.075,8.303,8.984,16.29,4.151,6.228,20.52,8.0365,6.63,8.539,0.3109
LYRM4,6,Acne,ENSG00000214113.6,6.203,5.606,4.877,5.287,5.333,5.307,4.397,3.4225,4.015,3.801,4.3225,3.988,5.5265,6.411,2.755,3.833,3.768,2.846,3.925,3.328,6.0865,6.781,6.966,6.582,6.111,4.879,3.1415,4.6015,3.132,4.5125,5.613,2.548,1.991,2.753,1.521,4.36,2.882,1.379,6.011,7.914,2.022,8.107,4.2615,4.143,4.214,2.753,7.3495,2.9885,6.958,5.9855,7.077,4.8,0.9044
MACROD2,20,Skin cancer,ENSG00000172264.12,0.5831,0.5968,0.78725,0.4255,0.7022,2.464,1.179,1.8395,2.174,3.8615,3.221,2.475,2.384,3.343,1.265,2.001,6.074,2.7525,2.188,1.5115,0.71325,11.94,0.1375,1.398,1.47,0.9431,0.4876,0.6296,0.3278,0.5943,1.475,0.2287,0.1689,0.738,0.2533,4.107,0.5226,0.3119,1.381,1.355,0.22485,1.791,1.457,1.208,1.28,0.3338,0.56305,0.53615,2.694,0.8619,1.416,1.151,0.06005
MACROD2,20,Photodermatitis & sunburn,ENSG00000172264.12,0.5831,0.5968,0.78725,0.4255,0.7022,2.464,1.179,1.8395,2.174,3.8615,3.221,2.475,2.384,3.343,1.265,2.001,6.074,2.7525,2.188,1.5115,0.71325,11.94,0.1375,1.398,1.47,0.9431,0.4876,0.6296,0.3278,0.5943,1.475,0.2287,0.1689,0.738,0.2533,4.107,0.5226,0.3119,1.381,1.355,0.22485,1.791,1.457,1.208,1.28,0.3338,0.56305,0.53615,2.694,0.8619,1.416,1.151,0.06005
MAD2L1,4,Skin cancer,ENSG00000164109.9,1.136,0.7612,1.218,1.018,0.9475,1.074,1.499,1.107,1.451,1.5345,2.8635,1.906,1.3865,2.591,1.1,1.454,2.582,1.0395,1.078,0.9624,1.2515,38.85,6.33,0.9599,1.017,0.8351,2.2375,0.7354,5.222,0.77925,1.727,0.6004,0.3545,0.5531,0.2352,1.039,1.1,0.3642,0.9756,1.436,0.25155,0.6805,1.126,1.646,1.595,2.715,3.0855,0.8977,8.918,0.77185,1.208,2.335,0.5251
MAFB,20,Skin cancer,ENSG00000204103.2,64.445,48.65,20.45,31.46,41.53,25.53,20.41,3.762,6.739,3.416,1.328,1.224,6.519,9.392,3.506,3.11,2.434,2.426,8.541,4.0695,50.75,0.212,5.278,40.785,23.47,14.01,12.81,18.26,49.26,17.07,23.72,9.303,4.69,18.34,17.43,43.64,29.88,9.4325,34.64,10.74,7.071,3.95,16.28,83.71,131.8,20.23,200.2,7.8985,5.666,45.905,13.29,42.98,21.6
MAFB,20,Photodermatitis & sunburn,ENSG00000204103.2,64.445,48.65,20.45,31.46,41.53,25.53,20.41,3.762,6.739,3.416,1.328,1.224,6.519,9.392,3.506,3.11,2.434,2.426,8.541,4.0695,50.75,0.212,5.278,40.785,23.47,14.01,12.81,18.26,49.26,17.07,23.72,9.303,4.69,18.34,17.43,43.64,29.88,9.4325,34.64,10.74,7.071,3.95,16.28,83.71,131.8,20.23,200.2,7.8985,5.666,45.905,13.29,42.98,21.6
MAPT,17,Photodermatitis & sunburn,ENSG00000186868.11,3.684,2.788,0.5146,0.9056,1.034,0.6664,8.251,42.865,57.24,40.09,126.05,128.4,93.87,90.43,42.64,56.48,44.19,33.37,31.01,36.505,6.483,0.065005,0.3029,1.85,1.53,7.338,2.0745,2.844,4.359,2.462,0.9954,1.629,2.774,3.625,0.1593,0.7237,3.193,29.425,1.5245,0.5902,0.49535,29.88,4.5965,4.229,5.138,0.7077,0.3851,0.4611,4.669,0.9567,1.171,1.461,0.0987
MAPT,17,Psoriasis,ENSG00000186868.11,3.684,2.788,0.5146,0.9056,1.034,0.6664,8.251,42.865,57.24,40.09,126.05,128.4,93.87,90.43,42.64,56.48,44.19,33.37,31.01,36.505,6.483,0.065005,0.3029,1.85,1.53,7.338,2.0745,2.844,4.359,2.462,0.9954,1.629,2.774,3.625,0.1593,0.7237,3.193,29.425,1.5245,0.5902,0.49535,29.88,4.5965,4.229,5.138,0.7077,0.3851,0.4611,4.669,0.9567,1.171,1.461,0.0987
MAST4,5,Psoriasis,ENSG00000069020.14,14.46,13.68,9.0515,10.98,14.58,10.6,13,3.5695,5.263,3.643,1.639,2.773,6.5735,8.266,3.278,4.613,3.436,2.6605,2.929,2.9135,12.69,0.21165,4.052,7.959,8.237,7.272,4.7945,8.32,30.97,9.233,13.27,8.412,7.743,4.074,3.153,14.17,11.48,5.6225,6.902,16.43,1.898,5.79,10.06,15.79,15.29,4.665,4.724,4.897,6.832,9.228,15.08,27.54,0.5417
MAX,14,Skin cancer,ENSG00000125952.14,41.545,40.19,25.07,37.77,40,38.47,52.04,20.455,21.66,20.92,77.73,67.78,24.29,28.23,20.75,25.83,22.26,18.545,38.97,26.095,41.2,44.37,41.27,60.345,60.59,48.83,33.83,49.395,51.78,45.41,70.17,21.46,15.78,20.19,13.5,56.03,34.52,18.56,59.455,62.85,11.075,32.19,55.845,45.84,45.79,40.99,69.555,23.9,25.29,51.26,68.67,68.55,59.12
MBOAT1,6,Photodermatitis & sunburn,ENSG00000172197.9,15.66,10.69,5.3395,9.32,11.75,9.195,20.11,0.7072,0.7335,0.81125,0.4866,0.7315,0.8491,0.6736,1.156,1.286,0.6898,0.7815,19.67,4.584,25.33,25.135,4.436,28.365,35.37,22.45,36.345,15.695,19.02,10.13,46.9,6.428,3.267,7.806,4.289,18.78,14.81,1.403,49.45,32.7,4.5425,5.824,25.545,12.6,12.12,35.3,18.84,23.395,3.784,21.12,39.77,25.36,15.1
MC1R,16,Photodermatitis & sunburn,ENSG00000258839.2,4.227,3.506,3.19,5.222,3.762,3.489,7.398,1.1145,1.382,2.492,25.02,28.27,2.216,2.143,1.221,2.606,2.774,1.789,2.058,1.4855,4.5175,1.278,2.086,6.51,8.558,6.141,4.3075,5.566,2.788,5.136,8.568,2.394,1.352,4.206,1.207,6.033,7.042,0.7603,6.5085,14.22,1.9065,25.8,9.7115,4.436,5.553,7.097,6.148,3.593,37.85,23.19,8.805,5.905,1.819
MC1R,16,Skin cancer,ENSG00000258839.2,4.227,3.506,3.19,5.222,3.762,3.489,7.398,1.1145,1.382,2.492,25.02,28.27,2.216,2.143,1.221,2.606,2.774,1.789,2.058,1.4855,4.5175,1.278,2.086,6.51,8.558,6.141,4.3075,5.566,2.788,5.136,8.568,2.394,1.352,4.206,1.207,6.033,7.042,0.7603,6.5085,14.22,1.9065,25.8,9.7115,4.436,5.553,7.097,6.148,3.593,37.85,23.19,8.805,5.905,1.819
MC1R,16,Seborheic dermatitis,ENSG00000258839.2,4.227,3.506,3.19,5.222,3.762,3.489,7.398,1.1145,1.382,2.492,25.02,28.27,2.216,2.143,1.221,2.606,2.774,1.789,2.058,1.4855,4.5175,1.278,2.086,6.51,8.558,6.141,4.3075,5.566,2.788,5.136,8.568,2.394,1.352,4.206,1.207,6.033,7.042,0.7603,6.5085,14.22,1.9065,25.8,9.7115,4.436,5.553,7.097,6.148,3.593,37.85,23.19,8.805,5.905,1.819
MCCC1,3,Seborheic dermatitis,ENSG00000078070.7,23.07,19.18,28.135,15.98,15.27,16.88,34.28,9.8975,11,11.12,20.63,18.23,13.54,14,9.557,11.56,12.17,8.943,13.14,11.085,21.765,36.53,19.94,15.135,16.79,13.91,14.73,16.14,19.4,16.65,22.44,11.05,13.66,18.74,15.59,20.12,17.11,10.565,24.695,27.8,16.08,18.88,21.355,18.56,17.3,14.75,14.825,21.765,14.85,25.64,18.87,17.44,2.304
MCTP2,15,Photodermatitis & sunburn,ENSG00000140563.10,0.9889,4.37,2.98,1.049,1.048,0.5113,6.367,0.06873,0.1451,0.35815,0.02945,0.04547,0.20575,0.2444,0.1295,0.3112,0.5599,0.2533,0.1342,0.1042,2.267,17.27,1.216,3.7455,6.03,0.5321,6.6465,0.94335,4.219,0.7228,6.549,0.2602,0.1463,1.079,0.6615,12.5,5.458,0.08225,3.8525,2.048,2.944,8.536,6.227,3.252,3.956,5.036,22.015,1.993,2.338,6.494,1.794,4.75,24.57
MEG3,14,Seborheic dermatitis,ENSG00000214548.10,38.915,51.6,401.45,48.48,29.01,25.51,37.19,52.9,86.41,75.79,352.9,367.6,127.15,120.4,59.19,97.73,118.3,67.06,13.01,45.76,39.55,0.21135,117.8,158.4,183.7,25.34,16.405,28.215,9.976,19.055,81.54,18.26,10.59,16.44,9.397,20.34,24.84,11.325,98.84,645.4,50.97,820.6,54.105,17.48,16.73,16.26,89.435,14.02,62.36,13.4,98.13,90.5,0.3657
MEIS1,2,Seborheic dermatitis,ENSG00000143995.15,4.343,15.35,37.68,18.54,6.689,4.156,29.12,1.919,1.152,2.262,32.635,28.3,1.485,1.361,1.557,1.395,2.184,2.4135,7.4,3.3885,11.49,0.039845,6.125,101.85,80.87,61.67,17.21,61.995,15.5,53.395,96.15,5.194,4.586,4.106,1.32,29.63,18.06,1.0915,5.6615,40.27,15.845,1.574,30.155,9.546,7.161,7.55,15.98,5.3815,3.51,5.828,98.98,50.38,0.2537
MEPE,4,Skin cancer,ENSG00000152595.12,0,0,0,0,0,0,0,0.97975,3.479,0.039175,0.032355,0.0326,2.527,4.898,0.189,0.07288,0.03024,0.1552,0.08999,0.03132,0,0,0,0,0.04045,0,0,0,0,0,0,0,0,0.02566,0.009784,0.0379,0,0,0.05897,0,0,0.07131,0,0,0,0,0,0,0.05194,0,0,0,0
MICA,6,Psoriasis,ENSG00000204520.8,58.805,45.08,47.825,88.79,71.06,86.4,44.43,6.4825,6.975,9.628,12.705,14.12,8.6345,7.258,6.074,6.425,8.349,8.0735,8.679,7.33,58.59,23.555,51.22,67.505,84.54,68.65,41.705,61.18,28.01,53.715,55.45,26.89,14.61,35.89,18.2,88.6,34.38,7.8665,81.17,101.4,15.825,17.79,66.495,34.98,36.69,38.22,49.505,29.735,42.56,68.72,90.19,77.73,13.27
MICB,6,Psoriasis,ENSG00000204516.5,4.316,3.926,1.6,4.405,4.193,2.924,1.853,0.51805,0.6254,0.50995,4.3105,4.369,0.6922,0.6489,0.7747,0.612,0.4436,0.45495,1.392,0.73895,3.7675,33.44,13.7,3.4795,2.749,1.516,2.504,1.8835,1.936,1.8285,2.333,1.548,1.016,1.81,0.7726,11.91,2.203,0.42945,2.6215,1.093,0.54085,0.9101,1.9375,1.549,1.743,5.533,18.46,1.5625,3.35,3.1055,3.775,3.138,11.85
MINPP1,10,Psoriasis,ENSG00000107789.11,11.265,11.77,25.74,9.786,11.93,9.499,10.79,4.4775,4.833,4.6975,10.805,9.772,5.9595,7.04,4.865,7.004,5.186,4.0965,7.3,4.7435,10.69,13.92,33.42,10.836,13.59,8.459,10.11,8.1815,4.196,7.651,12.94,4.15,2.774,7.582,13.51,13.35,8.958,3.0285,12.715,14.97,7.057,12.74,11.535,10.3,11.04,11.41,9.62,8.406,12.73,13.225,12.9,9.486,2.465
MMP24,20,Acne,ENSG00000125966.8,0.8655,3.278,1.0995,1.675,0.8226,0.6776,1.131,4.276,7.146,5.157,118.4,132.1,11.355,10.66,4.084,6.714,7.922,3.7255,1.863,3.0935,1.205,0.5788,0.8574,1.196,2.081,1.512,0.92735,1.225,0.5455,1.6485,3.245,0.3649,0.2112,7.281,0.3722,6.41,1.165,0.2576,1.0855,1.12,2.7685,7.05,2.446,0.9369,1.047,1.17,0.7105,0.86305,1.055,1.8075,2.404,0.9352,0.4586
MMP24,20,Atopic or contact dermatitis,ENSG00000125966.8,0.8655,3.278,1.0995,1.675,0.8226,0.6776,1.131,4.276,7.146,5.157,118.4,132.1,11.355,10.66,4.084,6.714,7.922,3.7255,1.863,3.0935,1.205,0.5788,0.8574,1.196,2.081,1.512,0.92735,1.225,0.5455,1.6485,3.245,0.3649,0.2112,7.281,0.3722,6.41,1.165,0.2576,1.0855,1.12,2.7685,7.05,2.446,0.9369,1.047,1.17,0.7105,0.86305,1.055,1.8075,2.404,0.9352,0.4586
MN1,22,Seborheic dermatitis,ENSG00000169184.5,4.5535,6.842,1.0715,34.04,27.99,45.98,4.645,3.988,2.956,16.475,1.447,2.73,4.5585,3.71,1.795,4.103,20.99,12.795,1.283,4.7565,4.226,0.15805,4.05,6.0385,3.46,10.69,2.981,21.555,4.489,19.42,13.36,6.017,2.548,0.9346,0.286,6.652,3.787,35.615,5.902,20.2,0.50465,4.812,4.257,2.904,2.956,2.097,0.82565,2.3065,2.428,4.2315,5.592,5.689,0.1549
MOBP,3,Seborheic dermatitis,ENSG00000168314.13,0.1092,0.07559,0.02506,0.08732,0.09847,0.1361,0.06368,121.35,36.72,49.3,26.97,22.14,32.525,38.91,203.8,124.3,38.57,87.935,1373,381.75,0.086745,0.0813,0.02689,0.031565,0.05251,0.07182,0.25895,0.086285,0.03465,0.06467,0.13,0.07412,0.05326,0.04522,0.01886,0.2098,0.165,0.060185,0.761,0.3007,0.02243,0.1208,0.065185,0.08761,0.1036,0.05873,0.034715,0.0389,5.521,0.1196,0.1582,0.06236,0.07281
MOBP,3,Photodermatitis & sunburn,ENSG00000168314.13,0.1092,0.07559,0.02506,0.08732,0.09847,0.1361,0.06368,121.35,36.72,49.3,26.97,22.14,32.525,38.91,203.8,124.3,38.57,87.935,1373,381.75,0.086745,0.0813,0.02689,0.031565,0.05251,0.07182,0.25895,0.086285,0.03465,0.06467,0.13,0.07412,0.05326,0.04522,0.01886,0.2098,0.165,0.060185,0.761,0.3007,0.02243,0.1208,0.065185,0.08761,0.1036,0.05873,0.034715,0.0389,5.521,0.1196,0.1582,0.06236,0.07281
MPPED2,11,Skin cancer,ENSG00000066382.12,1.0485,0.9482,1.0355,6.298,1.636,1.057,3.983,2.0365,3.64,4.3875,2.5155,2.129,3.3325,4.757,2.453,3.45,7.268,3.517,2.298,2.243,1.361,0.00806,0.008159,1.7095,6.511,3.108,0.76825,1.328,0.4207,1.38,1.332,0.5232,0.8835,2.321,0.07402,0.2457,2.221,0.7422,0.8817,0.3046,0.43305,7.594,8.978,0.3544,0.4788,0.2164,0.9892,0.2034,1.275,18.715,2.738,2.819,0.02375
MPV17L2,19,Psoriasis,ENSG00000254858.5,16.475,14.73,29.905,15.62,18.16,15.38,16.71,8.9625,10.53,9.7475,7.826,8.113,12.555,13.25,9.701,11.87,10.77,9.229,17.69,12.165,18.425,21.205,18.15,15.02,16.31,25.93,18.3,24.135,13.32,25.79,24.57,12.27,12.43,15.46,14.6,19.73,15.44,10.75,21.28,19.63,8.652,24.04,21.6,14.51,15.71,15.62,21.23,17.865,16.86,22.59,18.61,13.32,6.273
MRAS,3,Skin cancer,ENSG00000158186.8,49.93,44.01,47.005,29.38,51.14,22.54,29.53,48.055,67.2,48.335,36.075,38.74,65.765,67.76,30.77,56.17,77.5,33.125,41.03,62.93,35.3,0.1428,28.18,20.46,23.91,22.79,7.921,22.64,2.824,23.34,25.75,51.29,42.46,11.29,1.516,19.68,10.96,25.94,106.55,51.04,1.955,15.88,13.795,7.934,10.19,4.221,11.215,4.3345,10.88,29.945,30.18,10.47,0.7219
MRC1,10,Skin cancer,ENSG00000120586.4,1.079,1.102,0.4892,0.5648,0.4959,0.1776,0.862,0.02663,0.02699,0.0326,0.007658,0,0.011335,0.01915,0.02247,0.04377,0.02132,0.017015,0.0344,0.020715,0.3748,0,0,0.03769,0.3344,0.351,0.37435,0.305,0.0468,0.2824,0.3828,0.1297,0.04512,0.09122,0.2848,2.292,0.1598,0.03191,0.4057,0.1349,0.05719,0.07936,0.066555,0.1112,0.1155,0.4044,1.472,0.1412,0.213,0.2531,0.2628,0.1646,0.01615
MRPS30,5,Skin cancer,ENSG00000112996.5,9.7665,9.361,10.4,9.134,9.358,10.19,12.91,5.2065,7.171,7.039,11.415,11.13,10.055,13.6,4.913,5.601,9.179,5.434,6.169,4.563,10.315,23.54,14.85,10.925,13.29,9.859,10.075,9.226,10.3,9.427,13.04,8.455,10.12,6.641,6.408,8.515,8.627,12.93,10.87,12.23,4.626,8.455,9.345,12.97,12.22,9.082,9.4845,7.8235,10.38,11.705,12.28,10.56,2.398
MSH5,6,Seborheic dermatitis,ENSG00000204410.10,7.977,5.372,3.583,3.135,4.367,2.655,7.021,1.512,1.367,2.054,2.4535,3.141,1.9405,1.323,1.39,1.957,2.029,1.537,2.878,1.807,8.108,29.53,7.292,7.8735,9.223,6.253,8.161,4.79,6.643,5.0305,8.788,1.819,0.8477,9.239,3.303,8.304,6.752,0.9209,12.085,12.75,2.5645,10.52,15.425,8.961,9.275,8.891,14.175,5.062,34.42,8.5915,11.12,7.752,2.104
MSMB,10,Psoriasis,ENSG00000138294.9,0.01933,0.03839,0.03657,0.04179,0.04133,0,1.783,0,0,0,0.02783,0.05047,0,0,0,0,0,0,0,0,0.18185,0,0.05965,0.30095,0.2282,0.04734,0.03895,0.03591,0.4097,0.04315,0.1102,0.01137,0,0.03743,0.09485,0.4205,4.647,0,0.03146,0.05593,0.05356,0.09167,1160,6.916,8.473,0.05372,0.04765,5.2845,3.274,0.04746,0.06284,0.2179,0
MST1,3,Psoriasis,ENSG00000173531.11,10.615,25.73,27.895,7.342,7.18,5.683,9.624,4.961,5.001,5.7785,13.935,15.86,6.849,5.296,4.839,7.195,7.357,5.138,7.749,5.1055,12.405,13.685,12.86,10.7235,11.15,8.171,7.492,5.8335,7.828,6.325,11.67,2.979,1.466,45.46,395.8,10.55,10.85,2.066,20.72,17.83,8.096,44.08,19.62,19.14,17.15,19.83,17.895,9.1165,73.66,60.5,11.47,11.25,2.993
MTHFD1,14,Photodermatitis & sunburn,ENSG00000100714.11,40.98,32.54,20.615,30.86,32.84,39.34,28.09,10.82,12.79,16.735,16.455,14.86,16.065,17.09,10.53,11.59,21.87,12.015,14.64,10.945,30.07,116.4,43.84,24.785,23.85,18.2,18.205,23.91,26.71,24.375,25.13,15.76,15.57,16.49,65.4,21.09,16.88,33.135,33,30.22,12.34,12.42,14.29,18.57,20.21,18.02,19.245,16.3,7.79,20.34,23.65,21.98,4.028
MTHFD1,14,Atopic or contact dermatitis,ENSG00000100714.11,40.98,32.54,20.615,30.86,32.84,39.34,28.09,10.82,12.79,16.735,16.455,14.86,16.065,17.09,10.53,11.59,21.87,12.015,14.64,10.945,30.07,116.4,43.84,24.785,23.85,18.2,18.205,23.91,26.71,24.375,25.13,15.76,15.57,16.49,65.4,21.09,16.88,33.135,33,30.22,12.34,12.42,14.29,18.57,20.21,18.02,19.245,16.3,7.79,20.34,23.65,21.98,4.028
MTHFD1,14,Seborheic dermatitis,ENSG00000100714.11,40.98,32.54,20.615,30.86,32.84,39.34,28.09,10.82,12.79,16.735,16.455,14.86,16.065,17.09,10.53,11.59,21.87,12.015,14.64,10.945,30.07,116.4,43.84,24.785,23.85,18.2,18.205,23.91,26.71,24.375,25.13,15.76,15.57,16.49,65.4,21.09,16.88,33.135,33,30.22,12.34,12.42,14.29,18.57,20.21,18.02,19.245,16.3,7.79,20.34,23.65,21.98,4.028
MTHFD1,14,Photodermatitis & sunburn,ENSG00000100714.11,40.98,32.54,20.615,30.86,32.84,39.34,28.09,10.82,12.79,16.735,16.455,14.86,16.065,17.09,10.53,11.59,21.87,12.015,14.64,10.945,30.07,116.4,43.84,24.785,23.85,18.2,18.205,23.91,26.71,24.375,25.13,15.76,15.57,16.49,65.4,21.09,16.88,33.135,33,30.22,12.34,12.42,14.29,18.57,20.21,18.02,19.245,16.3,7.79,20.34,23.65,21.98,4.028
MTHFD1,14,Atopic or contact dermatitis,ENSG00000100714.11,40.98,32.54,20.615,30.86,32.84,39.34,28.09,10.82,12.79,16.735,16.455,14.86,16.065,17.09,10.53,11.59,21.87,12.015,14.64,10.945,30.07,116.4,43.84,24.785,23.85,18.2,18.205,23.91,26.71,24.375,25.13,15.76,15.57,16.49,65.4,21.09,16.88,33.135,33,30.22,12.34,12.42,14.29,18.57,20.21,18.02,19.245,16.3,7.79,20.34,23.65,21.98,4.028
MTHFD1L,6,Skin cancer,ENSG00000120254.11,6.7665,8.154,8.1285,33.08,54.13,22.28,4.035,3.7445,4.151,3.2835,31.115,27.06,5.9975,6.253,3.504,5.313,4.679,2.168,7.861,5.0065,5.977,37.9,47.77,4.9775,8.252,5.154,3.289,2.4735,3.609,2.728,7.215,4.367,0.8754,4.782,1.302,17.29,2.433,0.3595,13.76,15.09,3.235,8.857,4.6375,3.504,5.134,4.029,9.5325,3.0175,11.29,6.9575,5.771,3.237,1.29
MTHFD1L,6,Atopic or contact dermatitis,ENSG00000120254.11,6.7665,8.154,8.1285,33.08,54.13,22.28,4.035,3.7445,4.151,3.2835,31.115,27.06,5.9975,6.253,3.504,5.313,4.679,2.168,7.861,5.0065,5.977,37.9,47.77,4.9775,8.252,5.154,3.289,2.4735,3.609,2.728,7.215,4.367,0.8754,4.782,1.302,17.29,2.433,0.3595,13.76,15.09,3.235,8.857,4.6375,3.504,5.134,4.029,9.5325,3.0175,11.29,6.9575,5.771,3.237,1.29
MTHFD1L,6,Photodermatitis & sunburn,ENSG00000120254.11,6.7665,8.154,8.1285,33.08,54.13,22.28,4.035,3.7445,4.151,3.2835,31.115,27.06,5.9975,6.253,3.504,5.313,4.679,2.168,7.861,5.0065,5.977,37.9,47.77,4.9775,8.252,5.154,3.289,2.4735,3.609,2.728,7.215,4.367,0.8754,4.782,1.302,17.29,2.433,0.3595,13.76,15.09,3.235,8.857,4.6375,3.504,5.134,4.029,9.5325,3.0175,11.29,6.9575,5.771,3.237,1.29
MUC7,4,Seborheic dermatitis,ENSG00000171195.6,0,0.03176,0.031835,0,0,0,0.02872,0,0,0,0.05733,0.04098,0.008542,0,0.01112,0.01571,0,0,0.1938,0.030805,0.14755,0,0,0,0,0.1204,0.04152,0.054175,0.2305,0.02163,0,0.01919,0,0,0.1966,0,29230,0,0.023355,0.04619,0.022185,0.2318,0.037135,2.432,3.514,0.3376,0.091995,0.027895,0.3434,0.041275,0.03954,0.02746,0
